资产账号,交易日（天）,日均权益（自然日）,日均权益(交易日),期末权益汇总
7861001,199,21.47,21.47,4272.53
8701636,199,1100,1100,218900
7719117,199,7867.262362,7867.262362,1565585.21
8757377,199,0,0,0
8757168,199,0,0,0
8718990,199,5732.467387,5732.467387,1140761.01
8772168,199,22430.73613,22430.73613,4463716.49
8762583,199,1,1,199
8715995,199,1.01,1.01,200.99
8831605,199,1.8,1.8,358.2
8755066,199,1.93,1.93,384.07
8711675,199,50005.6,50005.6,9951114.4
7213038,199,5163.029146,5163.029146,1027442.8
8773732,199,0,0,0
8723393,199,9.31,9.31,1852.69
8768565,199,7092.602764,7092.602764,1411427.95
8701212,199,71.66,71.66,14260.34
8767995,199,1.78,1.78,354.22
7687012,199,1,1,199
8735769,199,0,0,0
8732307,126,0.752964824,1.189206349,149.84
7070098,199,1000,1000,199000
8730598,199,0,0,0
8765373,199,41746.58538,41746.58538,8307570.49
6666960,199,1.07,1.07,212.93
7666139,199,9.4,9.4,1870.6
8711978,199,11,11,2189
7966021,199,0,0,0
7850012,199,1.24,1.24,246.76
8738396,199,0,0,0
8775185,199,8185.913668,8185.913668,1628996.82
8723571,199,3.51,3.51,698.49
8765628,199,9021.536382,9021.536382,1795285.74
8680332,199,7320.683065,7320.683065,1456815.93
7177012,199,0,0,0
7066071,199,2.92,2.92,581.08
7515030,199,12092.42754,12092.42754,2406393.08
7862072,199,29810.20025,29810.20025,5932229.85
8775139,199,1,1,199
8737971,199,1.05,1.05,208.95
7289012,199,0.66,0.66,131.34
6012102,199,9.11,9.11,1812.89
8762352,199,0,0,0
8700059,199,1,1,199
7923057,199,710.63,710.63,141415.37
8715232,199,1,1,199
8769815,199,0,0,0
8737500,199,1,1,199
8756865,199,3.4,3.4,676.6
8731895,199,1.23,1.23,244.77
8735501,199,1,1,199
8756651,199,74.68,74.68,14861.32
8716777,199,0,0,0
8771537,199,1,1,199
8718992,199,1.04,1.04,206.96
8712212,199,0,0,0
6001321,199,100,100,19900
8765511,199,25992.55658,25992.55658,5172518.76
8758662,199,0,0,0
8756017,199,2262.567286,2262.567286,450250.89
8715068,199,1.74,1.74,346.26
8715311,199,52617.84945,52617.84945,10470952.04
8712505,199,100.19,100.19,19937.81
7001016,199,86.68,86.68,17249.32
8733230,199,1077.23,1077.23,214368.77
7277001,199,1,1,199
8581048,199,72730.94266,72730.94266,14473457.59
8753679,199,0,0,0
8766032,199,89.40150754,89.40150754,17790.9
8701829,199,1.88,1.88,374.12
8721656,199,3.02,3.02,600.98
8752270,199,1.67,1.67,332.33
8716805,199,165.6259799,165.6259799,32959.57
8729099,199,3360.195176,3360.195176,668678.84
7093006,199,1.25,1.25,248.75
7832170,199,10.86,10.86,2161.14
8772917,199,6862.490854,6862.490854,1365635.68
8610372,199,1.05,1.05,208.95
8769923,199,23.25,23.25,4626.75
8831713,199,1.9,1.9,378.1
8737908,199,5.86,5.86,1166.14
8580735,199,1.15,1.15,228.85
8731796,199,10.4,10.4,2069.6
8737061,199,1001,1001,199199
8758728,199,1,1,199
8756092,199,132346.3139,132346.3139,26336916.46
8515823,199,2750.982814,2750.982814,547445.58
8735569,199,1,1,199
8762882,199,2.74,2.74,545.26
8732538,199,7643.040503,7643.040503,1520965.06
8765782,199,10259.75,10259.75,2041690.25
8716836,199,34.07,34.07,6779.93
8706181,199,1.22,1.22,242.78
8733555,199,1.29,1.29,256.71
8831238,199,225.07,225.07,44788.93
6001601,199,679.3000503,679.3000503,135180.71
8100786,199,6946.033116,6946.033116,1382260.59
8761992,199,0,0,0
8763716,199,0,0,0
8722879,199,0,0,0
8753187,199,6.025979899,6.025979899,1199.17
8770713,199,2245.422111,2245.422111,446839
7862007,199,1.41,1.41,280.59
8732097,199,1.02,1.02,202.98
8719506,199,12.65,12.65,2517.35
8703203,199,1.29,1.29,256.71
8719930,199,8,8,1592
8706007,199,1101.77,1101.77,219252.23
8739012,199,0,0,0
8762016,199,1,1,199
7853011,199,0.27,0.27,53.73
8581205,199,0,0,0
8711269,199,788268.8044,788268.8044,156865492.1
8728600,199,1.81,1.81,360.19
7531020,199,0,0,0
8727909,199,1.7,1.7,338.3
8776853,199,1.11,1.11,220.89
8721077,199,0,0,0
8723111,199,1.01,1.01,200.99
8727778,199,21.08,21.08,4194.92
8752075,199,0,0,0
8721896,199,0,0,0
7903001,199,2.45,2.45,487.55
8768593,199,191779.009,191779.009,38164022.8
8100557,199,1,1,199
8772826,199,1,1,199
8706529,199,46.19,46.19,9191.81
6011902,199,100,100,19900
8758131,199,5000,5000,995000
8775178,199,2,2,398
8737720,199,262.47,262.47,52231.53
8730395,199,0,0,0
7366002,199,2.54,2.54,505.46
8756736,199,12603.52201,12603.52201,2508100.88
8770171,199,150991.1686,150991.1686,30047242.56
8765550,199,117871.8783,117871.8783,23456503.79
8713682,199,0,0,0
3100512,199,0,0,0
6616081,199,101.75,101.75,20248.25
8769990,199,0,0,0
8717117,199,0,0,0
8731372,199,1,1,199
8725551,199,0,0,0
8771866,199,1.32,1.32,262.68
6080658,199,1195.740151,1195.740151,237952.29
6089801,199,1.83,1.83,364.17
8770230,199,1,1,199
7162002,199,5815.81,5815.81,1157346.19
7970002,199,6.7,6.7,1333.3
8739193,199,639.4,639.4,127240.6
8723585,199,0,0,0
8800387,199,8.99,8.99,1789.01
7801020,199,0,0,0
8765562,199,0,0,0
8760172,199,23323.22111,23323.22111,4641321
7515035,199,63.82,63.82,12700.18
8777115,199,0,0,0
7085007,199,0,0,0
8719958,199,0,0,0
7198082,199,0,0,0
8722612,199,1,1,199
7536001,199,1.01,1.01,200.99
7850022,199,0,0,0
8723882,199,4.21,4.21,837.79
8761933,199,717.4539196,717.4539196,142773.33
7577058,199,1.52,1.52,302.48
8760278,199,208139.8063,208139.8063,41419821.45
8730766,199,9.12,9.12,1814.88
8777550,199,1,1,199
8735121,199,5,5,995
8830671,199,411.94,411.94,81976.06
7751005,199,0,0,0
8580691,199,2,2,398
8721119,199,6189.660905,6189.660905,1231742.52
8711103,199,1,1,199
8765638,199,8915.368342,8915.368342,1774158.3
6029002,199,1.11,1.11,220.89
8765338,199,6430.58,6430.58,1279685.42
7595008,199,2476.78,2476.78,492879.22
7213289,199,0,0,0
8756838,199,1.72,1.72,342.28
8831987,199,1,1,199
8727806,199,16.56,16.56,3295.44
8515893,199,5.24,5.24,1042.76
8800789,199,15.92,15.92,3168.08
7698588,199,982.6870352,982.6870352,195554.72
8733761,199,1,1,199
8731510,199,7.71,7.71,1534.29
7121036,199,16.4,16.4,3263.6
7203027,199,287.71,287.71,57254.29
8735898,199,1,1,199
8721821,199,1.22,1.22,242.78
8765561,199,85145.19387,85145.19387,16943893.58
8765355,199,1,1,199
8773103,199,0,0,0
8722057,199,42539.09553,42539.09553,8465280.01
8801166,199,1.01,1.01,200.99
8610398,199,109.18,109.18,21726.82
8753073,199,1.82,1.82,362.18
8100237,199,1,1,199
8710588,199,1,1,199
7766666,199,1,1,199
8759090,199,4462.362965,4462.362965,888010.23
8739752,199,1377.3,1377.3,274082.7
8755869,199,54517.22935,54517.22935,10848928.64
8711162,199,1,1,199
8728330,199,22514.55312,22514.55312,4480396.07
8726505,199,0,0,0
8759028,199,5933.574925,5933.574925,1180781.41
8769823,199,0,0,0
6013105,199,0,0,0
8765928,199,93120.97513,93120.97513,18531074.05
8752867,199,337.2192965,337.2192965,67106.64
6080669,199,0,0,0
8751030,199,1.702864322,1.702864322,338.87
8100252,199,130705.4409,130705.4409,26010382.74
7026017,199,4.74,4.74,943.26
8769079,199,25273.26613,25273.26613,5029379.96
7805227,199,0,0,0
8722536,199,30.27,30.27,6023.73
8773800,199,0,0,0
8755522,199,8134.492814,8134.492814,1618764.07
8705570,199,0,0,0
8772386,199,15003.41352,15003.41352,2985679.29
8738699,199,0,0,0
6006203,199,0,0,0
8770801,199,1,1,199
6616097,199,1104.813568,1104.813568,219857.9
7009019,199,0,0,0
8720909,199,237272.0509,237272.0509,47217138.13
8769316,199,3015.78201,3015.78201,600140.62
8759862,199,1.1,1.1,218.9
8727038,199,17109.76553,17109.76553,3404843.34
8711512,199,1.93,1.93,384.07
8680323,199,0,0,0
8736931,199,85.04567839,85.04567839,16924.09
8725015,199,1,1,199
8737005,199,437.21,437.21,87004.79
8733116,199,1.62,1.62,322.38
8771871,199,1,1,199
8751693,199,1,1,199
8729130,199,1.19,1.19,236.81
8751126,199,20,20,3980
8720785,199,0,0,0
7698165,199,1.68,1.68,334.32
8736770,199,6865.928392,6865.928392,1366319.75
8768022,199,360,360,71640
8101517,199,15608.69136,15608.69136,3106129.58
8775003,199,0,0,0
6010602,199,0,0,0
8801029,199,271560.1959,271560.1959,54040478.99
7255133,199,1.21,1.21,240.79
8831363,199,1,1,199
7128008,199,1.11,1.11,220.89
8729053,199,0,0,0
8762293,199,31438.2293,31438.2293,6256207.63
8730697,199,241.01,241.01,47960.99
8700266,199,172.5796482,172.5796482,34343.35
8769027,199,0,0,0
8768772,199,1.66,1.66,330.34
8735600,199,4243.099196,4243.099196,844376.74
6003103,199,0,0,0
7070340,199,0,0,0
8811352,199,0,0,0
8758285,199,19.09,19.09,3798.91
8770120,199,590.591608,590.591608,117527.73
7231021,199,0,0,0
8758631,199,45186.78166,45186.78166,8992169.55
8732680,199,0,0,0
6023507,199,10.76,10.76,2141.24
8737296,199,14.61,14.61,2907.39
7395001,199,0,0,0
8752972,199,0,0,0
8757082,199,4862.558894,4862.558894,967649.22
7180028,199,10,10,1990
8712558,199,1010.39,1010.39,201067.61
7672003,199,1,1,199
8701315,199,0,0,0
7070161,199,1657.665628,1657.665628,329875.46
8733798,199,1,1,199
7070601,199,0.03,0.03,5.97
7999093,199,0,0,0
8759326,199,1,1,199
8775393,199,92512.62,92512.62,18410011.38
8755335,199,0,0,0
7698035,199,26.7,26.7,5313.3
8766310,199,102896.6806,102896.6806,20476439.44
8711533,199,1,1,199
7317038,199,1.26,1.26,250.74
8761275,199,1.02,1.02,202.98
8759578,199,6.204120603,6.204120603,1234.62
6011313,199,14.6018593,14.6018593,2905.77
8722898,199,0,0,0
8727289,199,1,1,199
7719138,199,11.23,11.23,2234.77
6060112,199,0,0,0
8775659,199,5226.940754,5226.940754,1040161.21
7819002,199,0,0,0
8737905,199,1,1,199
8756220,199,1252.422965,1252.422965,249232.17
8777806,199,8476.40995,8476.40995,1686805.58
8717126,199,1.532311558,1.532311558,304.93
6028002,199,2.56,2.56,509.44
8721287,199,68695.93281,68695.93281,13670490.63
8713017,199,40.5860804,40.5860804,8076.63
7125129,199,10,10,1990
8761229,199,0,0,0
8723501,199,0,0,0
8752772,199,0,0,0
8716671,199,1,1,199
8733229,199,5.97,5.97,1188.03
8705553,199,1,1,199
8772559,199,0,0,0
8760228,199,851.45,851.45,169438.55
8761066,199,1101.09,1101.09,219116.91
8766373,199,0,0,0
8713300,199,8.47,8.47,1685.53
8723505,199,6.98,6.98,1389.02
7180011,199,1,1,199
8732657,199,1,1,199
6060073,199,57.45,57.45,11432.55
8723369,199,194273.5793,194273.5793,38660442.28
6060095,199,0,0,0
8515351,199,226561.4127,226561.4127,45085721.12
8738520,199,0,0,0
7666151,199,0.3,0.3,59.7
8759103,199,61516.43724,61516.43724,12241771.01
8756609,199,1,1,199
7805882,199,24.85,24.85,4945.15
8711315,199,3554.06,3554.06,707257.94
8705291,199,181376.3685,181376.3685,36093897.33
8739936,199,0,0,0
8700993,199,92,92,18308
8763633,199,32111.91347,32111.91347,6390270.78
8731977,199,10.21,10.21,2031.79
8101757,199,0,0,0
8738705,199,0,0,0
8721803,199,2.38,2.38,473.62
8751716,199,106018.6652,106018.6652,21097714.38
7528008,199,0,0,0
8722665,199,1.32,1.32,262.68
8702226,199,857.9630653,857.9630653,170734.65
8769501,199,10355.7104,10355.7104,2060786.37
7105010,199,19067.78075,19067.78075,3794488.37
8729263,199,0,0,0
7070959,199,0,0,0
7066025,199,1,1,199
8752995,199,18.35492462,18.35492462,3652.63
7577021,199,0,0,0
8515735,199,0,0,0
8701771,199,64064.49397,64064.49397,12748834.3
8777523,199,8,8,1592
8751068,199,0,0,0
8725732,199,1.01,1.01,200.99
3000777,199,0,0,0
8800602,199,0,0,0
8731886,199,4.3,4.3,855.7
7070157,199,0,0,0
8762353,199,0,0,0
8706777,199,4732.597085,4732.597085,941786.82
8705969,199,1.83,1.83,364.17
7862031,199,280.01,280.01,55721.99
7273015,199,0,0,0
8776208,199,1.3,1.3,258.7
8711122,199,662.6203015,662.6203015,131861.44
8773157,199,84059.61005,84059.61005,16727862.4
8710361,199,98843.36648,98843.36648,19669829.93
8750631,199,2,2,398
8772025,199,96.67718593,96.67718593,19238.76
8727229,199,1733.942462,1733.942462,345054.55
8731353,199,15624.11704,15624.11704,3109199.29
8762252,199,1,1,199
8720089,199,1.25,1.25,248.75
8738257,199,1.01,1.01,200.99
7118253,199,636,636,126564
7256029,199,1.21,1.21,240.79
8702657,199,1.08,1.08,214.92
8731332,199,9.13,9.13,1816.87
8725299,199,0,0,0
8701172,199,3.72,3.72,740.28
7805036,199,2.78,2.78,553.22
8769201,199,0,0,0
8759565,199,10,10,1990
7070216,199,1,1,199
8702336,199,12163.81196,12163.81196,2420598.58
8765587,199,10,10,1990
8730198,199,1.68,1.68,334.32
8758760,199,5447.855829,5447.855829,1084123.31
7582006,199,0,0,0
7019030,199,1,1,199
8736885,199,2.52,2.52,501.48
7097072,199,81.29,81.29,16176.71
8763023,199,9602.161206,9602.161206,1910830.08
8726529,199,0,0,0
8767208,199,2.61,2.61,519.39
8767210,199,10632.46367,10632.46367,2115860.27
8701658,199,1248.106683,1248.106683,248373.23
6001605,199,1.19,1.19,236.81
8760259,199,1,1,199
8753725,199,1,1,199
7222007,199,373.07,373.07,74240.93
8752212,199,0,0,0
3010072,199,0,0,0
6009326,199,184.23,184.23,36661.77
7213099,199,3.96,3.96,788.04
8519368,199,0,0,0
7698037,199,20559.68628,20559.68628,4091377.57
8711201,199,1,1,199
8766197,199,1408139.47,1408139.47,280219754.5
8737836,199,1.48,1.48,294.52
8727258,199,23873.62563,23873.62563,4750851.5
8717200,199,2666.129598,2666.129598,530559.79
7687005,199,1.64,1.64,326.36
8716310,199,1.18,1.18,234.82
8736676,199,1,1,199
8763793,199,1.39,1.39,276.61
6020609,199,0,0,0
8712052,199,18569.17352,18569.17352,3695265.53
8711979,199,1.94,1.94,386.06
8768392,199,176.53,176.53,35129.47
6018108,199,1,1,199
8768505,199,6107.683166,6107.683166,1215428.95
8719025,199,15361.51362,15361.51362,3056941.21
7653001,199,0.66,0.66,131.34
8712181,199,913735.6824,913735.6824,181833400.8
8768370,199,2.28,2.28,453.72
7270077,199,3866.797286,3866.797286,769492.66
7070361,199,0,0,0
8731282,199,46.05,46.05,9163.95
8730588,199,1.72,1.72,342.28
7992010,199,0,0,0
7862065,199,1,1,199
7692009,199,0,0,0
7121019,199,458.83,458.83,91307.17
8735809,199,62.82,62.82,12501.18
8100568,199,0,0,0
8773903,199,27546.47774,27546.47774,5481749.07
8758581,199,13294.05447,13294.05447,2645516.84
8515503,199,1173.96,1173.96,233618.04
7229000,199,0,0,0
8760005,199,0,0,0
8716028,199,0,0,0
8771791,199,1,1,199
8715500,199,8871.521307,8871.521307,1765432.74
8725700,199,0,0,0
8752900,199,67.76,67.76,13484.24
7795016,199,1,1,199
8801661,139,0,0,0
8750989,199,2.37,2.37,471.63
8773259,199,0,0,0
8769007,199,8302.972513,8302.972513,1652291.53
8760650,199,33586.34864,33586.34864,6683683.38
8727190,199,1,1,199
8721928,199,0,0,0
8755810,199,0,0,0
8730817,199,1.5,1.5,298.5
8765835,199,16.32,16.32,3247.68
7862086,199,9699.492462,9699.492462,1930199
7070722,199,1.32,1.32,262.68
7030000,199,308.5827638,308.5827638,61407.97
7700009,199,3.6,3.6,716.4
7255168,199,478.55,478.55,95231.45
8730682,199,0,0,0
8712898,199,11.65,11.65,2318.35
6002220,199,1,1,199
8732187,199,1,1,199
7523001,199,0,0,0
8727577,199,0,0,0
8770161,199,80709.15945,80709.15945,16061122.73
8713116,199,798.4,798.4,158881.6
7118379,199,0,0,0
8720107,199,0,0,0
7805273,199,1.42,1.42,282.58
7011087,199,3.06,3.06,608.94
8715110,199,1.95,1.95,388.05
7082008,199,5320.930804,5320.930804,1058865.23
7121035,199,0,0,0
7577039,199,0,0,0
7698036,199,1.11,1.11,220.89
8772057,199,9357.949698,9357.949698,1862231.99
8722026,199,5293.986884,5293.986884,1053503.39
6060110,199,1.94,1.94,386.06
7176060,199,79.18,79.18,15756.82
8715062,199,3315.513116,3315.513116,659787.11
8752090,199,1.45,1.45,288.55
7700137,199,0,0,0
7719253,199,1686.048392,1686.048392,335523.63
8706881,199,0,0,0
8800486,199,0,0,0
8755930,199,7307.998543,7307.998543,1454291.71
8716658,199,1.63,1.63,324.37
8751325,199,0,0,0
8710573,199,817.1,817.1,162602.9
8768297,199,436.4284422,436.4284422,86849.26
8759797,199,1,1,199
8761692,199,8.38,8.38,1667.62
7096002,199,0,0,0
8720223,199,0,0,0
7853018,199,2591.06,2591.06,515620.94
8716965,199,2052.578392,2052.578392,408463.1
8703925,199,1.01,1.01,200.99
8515329,199,2332.01,2332.01,464069.99
8761067,199,1,1,199
8705705,199,0,0,0
8703166,199,0,0,0
8700859,199,1.77,1.77,352.23
8712187,199,519.4468342,519.4468342,103369.92
7213163,199,0.59,0.59,117.41
8765728,199,1,1,199
8722579,199,121.67,121.67,24212.33
7070168,199,0,0,0
6009001,199,2919.5,2919.5,580980.5
8715762,199,5671.35,5671.35,1128598.65
8736272,199,13772.18925,13772.18925,2740665.66
8733213,199,2085.1,2085.1,414934.9
8710879,199,1.32,1.32,262.68
8721037,199,0,0,0
8771531,199,17188.50156,17188.50156,3420511.81
8756996,199,3.27,3.27,650.73
8831997,199,16433.0194,16433.0194,3270170.86
8752306,199,65.14,65.14,12962.86
8732512,199,0,0,0
8751677,199,0,0,0
8726878,199,1.36,1.36,270.64
8767610,199,0.97,0.97,193.03
8772727,199,18726.9803,18726.9803,3726669.08
8719167,199,1,1,199
8101233,199,2942.09196,2942.09196,585476.3
8737936,199,1,1,199
8731813,199,0,0,0
8739396,199,75572.46704,75572.46704,15038920.94
8759399,199,1,1,199
8775131,199,4155.167688,4155.167688,826878.37
7628037,199,0,0,0
8718871,199,3.34,3.34,664.66
7555183,199,1.82,1.82,362.18
8705671,199,3.24,3.24,644.76
8736056,199,27.81,27.81,5534.19
8775723,199,100,100,19900
8705539,199,714.38,714.38,142161.62
7385001,199,0,0,0
6022719,199,9.13,9.13,1816.87
7390002,199,0,0,0
8776132,199,1,1,199
7105028,199,5.75,5.75,1144.25
8717812,199,0,0,0
8731027,199,8047.09196,8047.09196,1601371.3
8775150,199,1,1,199
8765983,199,2.17,2.17,431.83
8755922,199,25.49,25.49,5072.51
8716001,199,658.17,658.17,130975.83
8756665,199,0,0,0
8718261,199,1.27,1.27,252.73
8760288,199,3000.563216,3000.563216,597112.08
8719138,199,10,10,1990
8700636,199,100.24,100.24,19947.76
7885001,199,1529.62,1529.62,304394.38
8735073,199,1.01,1.01,200.99
7999006,199,0.49,0.49,97.51
7736010,199,169.72,169.72,33774.28
7862053,199,0,0,0
8769565,199,1.01,1.01,200.99
8729056,199,14389.27673,14389.27673,2863466.07
8758117,199,3.93,3.93,782.07
8737903,199,1.17,1.17,232.83
8712978,199,1.81,1.81,360.19
8773569,199,0,0,0
7070016,199,1,1,199
7698185,199,87035.12673,87035.12673,17319990.22
8776950,199,0,0,0
8700760,199,17740.84583,17740.84583,3530428.32
8766069,199,0,0,0
8700686,199,4006.325226,4006.325226,797258.72
8762310,199,1.48,1.48,294.52
8100115,199,1.6,1.6,318.4
7925002,199,1.96,1.96,390.04
7999068,199,31.28,31.28,6224.72
8756985,199,1.01,1.01,200.99
8766698,199,0,0,0
8729120,199,0,0,0
8513333,199,11.14,11.14,2216.86
6018201,199,1.05,1.05,208.95
8702878,199,103.21,103.21,20538.79
8101808,199,0,0,0
8736617,199,6085.694623,6085.694623,1211053.23
8752215,199,1,1,199
8735550,199,4.56,4.56,907.44
7923013,199,1,1,199
8737993,199,0,0,0
8758101,199,41.95,41.95,8348.05
8100725,199,1.39,1.39,276.61
8766976,199,30979.27291,30979.27291,6164875.31
7199021,199,1.09,1.09,216.91
8736591,199,529.470201,529.470201,105364.57
8830525,199,223.4735176,223.4735176,44471.23
7598005,199,0,0,0
8728122,199,1.87,1.87,372.13
8720269,199,0,0,0
8769135,199,0,0,0
8832029,199,77391.98729,77391.98729,15401005.47
8680239,199,87.98628141,87.98628141,17509.27
8831928,199,0,0,0
8719985,199,1.02,1.02,202.98
7019015,199,0.43,0.43,85.57
8733832,199,0,0,0
8753159,199,17257.81442,17257.81442,3434305.07
8511981,199,24456.62578,24456.62578,4866868.53
8772918,199,1,1,199
7222105,199,16659.06779,16659.06779,3315154.49
8726029,199,1,1,199
8100675,199,0,0,0
8765115,199,1.03,1.03,204.97
8725279,199,3.8,3.8,756.2
8766665,199,0,0,0
8729212,199,1884.340704,1884.340704,374983.8
7151008,199,1.01,1.01,200.99
8760167,199,6990.724874,6990.724874,1391154.25
8750663,199,0,0,0
8766901,199,236.16,236.16,46995.84
7707031,199,1,1,199
8759038,199,0,0,0
8702113,199,6.54,6.54,1301.46
8731797,199,7.08,7.08,1408.92
8768263,199,1.47,1.47,292.53
7832026,199,0,0,0
8719896,199,1,1,199
8715771,199,1009.46,1009.46,200882.54
7028018,199,1,1,199
7070349,199,475.6572362,475.6572362,94655.79
7139002,199,0.43,0.43,85.57
8755258,199,1.31,1.31,260.69
8733088,199,743.77,743.77,148010.23
8705935,199,0,0,0
8721622,199,1.7,1.7,338.3
8736213,199,41040.48075,41040.48075,8167055.67
8712080,199,1.02,1.02,202.98
8728880,199,26860.75518,26860.75518,5345290.28
6029008,199,1,1,199
8730798,199,26698.28101,26698.28101,5312957.92
8717217,199,0,0,0
8757122,199,546.09,546.09,108671.91
8732801,199,23260.79357,23260.79357,4628897.92
8722196,199,0,0,0
8759188,199,4538.371859,4538.371859,903136
8755819,199,0,0,0
8717800,199,0,0,0
8721318,199,0,0,0
8763788,199,1.84,1.84,366.16
8763593,199,1.13,1.13,224.87
8769371,199,0,0,0
8727000,199,0,0,0
8801058,199,8.44,8.44,1679.56
8775786,199,0,0,0
8582528,199,2305.475176,2305.475176,458789.56
8767176,199,1.537688442,1.537688442,306
7700260,199,1.05,1.05,208.95
7665019,199,0,0,0
7811003,199,0,0,0
7525025,199,19.65,19.65,3910.35
8751851,199,328.81,328.81,65433.19
8739782,199,1,1,199
8770792,199,10798.15508,10798.15508,2148832.86
8761536,199,8951.816683,8951.816683,1781411.52
8773080,199,11330.84307,11330.84307,2254837.77
6027202,199,101.44,101.44,20186.56
8772515,199,6.44,6.44,1281.56
8701707,199,1,1,199
8712560,199,0,0,0
8776209,199,0,0,0
8100878,199,7579.47392,7579.47392,1508315.31
8773719,199,0,0,0
7070929,199,1,1,199
8768270,199,16665.86171,16665.86171,3316506.48
8712672,199,1.18,1.18,234.82
8710821,199,1.77,1.77,352.23
7972003,199,81.17,81.17,16152.83
7213126,199,0,0,0
6013501,199,76.24,76.24,15171.76
7107000,199,40.03,40.03,7965.97
8730960,199,1.04,1.04,206.96
8735052,199,290.16,290.16,57741.84
8710575,199,60.56,60.56,12051.44
7953015,199,6.14,6.14,1221.86
8732817,199,3565.829799,3565.829799,709600.13
8763760,199,2.85,2.85,567.15
8711230,199,21553.70764,21553.70764,4289187.82
8830495,199,0,0,0
8731733,199,1.26,1.26,250.74
8719890,199,1159.606131,1159.606131,230761.62
8765711,199,1.44,1.44,286.56
8721607,199,3.92,3.92,780.08
8580963,199,42544.0908,42544.0908,8466274.07
8750113,199,17.49,17.49,3480.51
8729861,199,4664.90608,4664.90608,928316.31
7805568,199,0.26,0.26,51.74
3000763,199,0,0,0
8753066,199,1528.108643,1528.108643,304093.62
8777030,199,0,0,0
8800502,199,545,545,108455
7121022,199,1745.96,1745.96,347446.04
7555187,199,212679.4031,212679.4031,42323201.22
8101792,199,2516.660302,2516.660302,500815.4
7805961,199,0,0,0
8773191,199,1.147738693,1.147738693,228.4
8711922,199,0,0,0
7719319,199,10050.38859,10050.38859,2000027.33
8733965,199,1,1,199
8701792,199,797.6908543,797.6908543,158740.48
8755983,199,10,10,1990
8729998,199,0,0,0
8772517,199,13500,13500,2686500
8736368,199,1,1,199
8772210,199,9053.28407,9053.28407,1801603.53
7725077,199,0,0,0
7700289,199,25.14,25.14,5002.86
8735075,199,0,0,0
7198066,199,1.27,1.27,252.73
7933123,199,0,0,0
7222555,199,0,0,0
6616103,199,35165.05769,35165.05769,6997846.48
8738763,199,1,1,199
8580360,199,1.06,1.06,210.94
8703593,199,942.73,942.73,187603.27
8759307,199,0,0,0
7213367,199,1.27,1.27,252.73
8772587,199,2.6,2.6,517.4
8712319,199,20.27,20.27,4033.73
8733786,199,3265.108744,3265.108744,649756.64
8705265,199,7502.095879,7502.095879,1492917.08
8719076,199,1,1,199
8735023,199,6965.054925,6965.054925,1386045.93
8738891,199,2.59,2.59,515.41
8733317,199,0.01,0.01,1.99
8776111,199,0,0,0
7057009,199,0,0,0
7272000,199,2271.36,2271.36,452000.64
8729763,199,1,1,199
8773567,199,1,1,199
8716555,199,0,0,0
8755659,199,29013.88965,29013.88965,5773764.04
8759287,199,0,0,0
7666163,199,4077.14,4077.14,811350.86
8715571,199,2165.139246,2165.139246,430862.71
8702637,199,0,0,0
8771137,199,4470.175628,4470.175628,889564.95
8710657,199,149039.0575,149039.0575,29658772.45
8717890,199,0,0,0
8761326,199,0,0,0
8715931,199,1,1,199
8703900,199,73.93,73.93,14712.07
8703308,199,1.07,1.07,212.93
8761871,199,1.21,1.21,240.79
8731897,199,0,0,0
8753320,199,1,1,199
8718978,199,6237.61598,6237.61598,1241285.58
7969001,199,57.2,57.2,11382.8
7328007,199,62234.95518,62234.95518,12384756.08
8730078,199,0,0,0
8736009,199,1.06,1.06,210.94
7118108,199,46.27,46.27,9207.73
8701998,199,1,1,199
8580701,199,7507.662714,7507.662714,1494024.88
8710171,199,5445.398241,5445.398241,1083634.25
8756555,199,2.55,2.55,507.45
8757089,199,0,0,0
8703826,199,2.03,2.03,403.97
8703685,199,5.88,5.88,1170.12
8751252,199,37.8,37.8,7522.2
8762152,199,67321.29402,67321.29402,13396937.51
8763275,199,2123.859296,2123.859296,422648
7222190,199,0.16,0.16,31.84
8706133,199,1,1,199
8755519,199,1719.906533,1719.906533,342261.4
8706855,199,0,0,0
8703895,199,1,1,199
8722819,199,137.7936181,137.7936181,27420.93
8751632,199,10.51,10.51,2091.49
8733330,199,1.46,1.46,290.54
8755882,199,0,0,0
6021227,199,1.37,1.37,272.63
8703196,199,92114.19211,92114.19211,18330724.23
8760511,199,0,0,0
8736966,199,1.03,1.03,204.97
8758796,199,266377.5496,266377.5496,53009132.37
7383013,199,0,0,0
7805027,199,1282.778543,1282.778543,255272.93
7317020,199,1.43,1.43,284.57
7070353,199,2.03,2.03,403.97
7719137,199,0,0,0
8769220,199,7028.879849,7028.879849,1398747.09
6666973,199,1.68,1.68,334.32
8510021,199,623.0325126,623.0325126,123983.47
6026302,199,82428.02231,82428.02231,16403176.44
8711622,199,17.9,17.9,3562.1
8101305,199,30701.47296,30701.47296,6109593.12
8727220,199,510.6215075,510.6215075,101613.68
8721621,199,8223.566734,8223.566734,1636489.78
8771627,199,0,0,0
8716599,199,1,1,199
8737257,199,6.16,6.16,1225.84
8762173,199,1250,1250,248750
8766732,199,18.79,18.79,3739.21
8729356,199,1,1,199
8759238,199,521.9219095,521.9219095,103862.46
8705116,199,19303.37241,19303.37241,3841371.11
